"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000036309",2228.48291078499,-0.575838606020917,0.147723349173456,8.38592030648761e-06,0.000666798775919377
"ENSMUSG00000009281",4597.10509462574,-0.593006316239635,0.154354624922116,8.69689599834846e-06,0.000686689879142325
"ENSMUSG00000023861",327.234097642771,-0.85481958021678,0.325912147626319,8.77304476925829e-06,0.000687892003400663
"ENSMUSG00000038473",43.3935299399128,1.28488296359517,0.76334138832783,8.85612990696265e-06,0.000688775632175034
"ENSMUSG00000017446",164.357284320051,0.832012124939164,0.306422760006694,8.90631851010141e-06,0.000688775632175034
"ENSMUSG00000028001",98935.9507961947,1.14179806555014,0.586116189917689,9.24879298307846e-06,0.000710395384843122
"ENSMUSG00000029648",151.866455507796,0.844452339006769,0.319690229770689,9.37649384124462e-06,0.000715337783523601
"ENSMUSG00000049115",775.751487108399,0.444178471903418,0.107956670043073,1.00573350611695e-05,0.000759295283241819
"ENSMUSG00000059273",401.320351834191,0.557094784773245,0.142941989813628,1.00871749611436e-05,0.000759295283241819
"ENSMUSG00000090942",184.271833983854,-1.27391042611213,1.21890929663158,1.03596174336991e-05,0.000774638678436399
"ENSMUSG00000064360",10440.024262549,-0.555239561710747,0.142712208348305,1.05363990648847e-05,0.000782674222642188
"ENSMUSG00000028565",666.338840964046,0.743538722136236,0.238956958171052,1.07003843211736e-05,0.00078966038804164
"ENSMUSG00000055491",189.629206152159,1.00945031841241,0.478523379441218,1.08402574957587e-05,0.000794787970029947
"ENSMUSG00000013593",2680.11114969418,-0.427129362341217,0.103879170371804,1.13391526666132e-05,0.000826002404895028
"ENSMUSG00000019838",1552.70199585938,0.531327478936219,0.135734612843979,1.18966970966523e-05,0.000861061582809621
"ENSMUSG00000038412",261.028359880488,-0.714567593169943,0.221041637642187,1.20348446856528e-05,0.000865512301565005
"ENSMUSG00000030879",485.704462335393,-0.561140781721554,0.146696004328373,1.28115912764364e-05,0.000898482466473565
"ENSMUSG00000034345",338.404274384368,-0.669368961089837,0.194054760936573,1.26680483885343e-05,0.000898482466473565
"ENSMUSG00000028410",1440.28221300995,-0.538859447304661,0.138786592773244,1.26203666543149e-05,0.000898482466473565
"ENSMUSG00000053684",73.4798185438913,0.740586176379018,0.241936251249417,1.28019561175773e-05,0.000898482466473565
"ENSMUSG00000002052",959.575359214881,0.610399662753454,0.16651117352246,1.35465300912884e-05,0.00093836730834808
"ENSMUSG00000006777",49.0702267469051,-1.21454829207909,0.873677522015256,1.34945364622338e-05,0.00093836730834808
"ENSMUSG00000071757",242.429136930864,0.664532762530357,0.193095411039466,1.39157323659022e-05,0.00095806423258172
"ENSMUSG00000028229",210.13442675108,-0.668888074109628,0.195987842116943,1.42581657117332e-05,0.000958713697901418
"ENSMUSG00000038462",2004.08377169991,-0.500278107742341,0.12720139261985,1.42648039365369e-05,0.000958713697901418
"ENSMUSG00000047036",379.309723329798,-1.08838326689761,0.587259588771901,1.42128871808808e-05,0.000958713697901418
"ENSMUSG00000028393",1242.6585360098,-0.4668534839942,0.116763871990882,1.40209908270006e-05,0.000958713697901418
"ENSMUSG00000058396",362.394275570726,0.702088263156126,0.217426177581255,1.47347940422285e-05,0.00097865035018119
"ENSMUSG00000026922",1340.73897326725,-0.947015793002486,0.443528557875191,1.4712106336229e-05,0.00097865035018119
"ENSMUSG00000021458",141.292025549558,-0.675970113520973,0.201383941766242,1.52030149790897e-05,0.00100384352122165
"ENSMUSG00000078870",27.7908494032527,-1.0124953389471,0.513892448717246,1.53345889210023e-05,0.0010066444389944
"ENSMUSG00000067212",2084.32588661816,-0.645972920330447,0.185395100191013,1.57811128127086e-05,0.00102996846686874
"ENSMUSG00000031207",296.736820898708,0.647852553648521,0.187299193952207,1.66600525433239e-05,0.00108108421417626
"ENSMUSG00000059775",682.805318684992,0.735893803506712,0.246962060350814,1.69408152746962e-05,0.0010930214015234
"ENSMUSG00000089678",2324.42845148597,-0.60817199821854,0.168756915796658,1.72330214511812e-05,0.00110555707503004
"ENSMUSG00000061436",255.013491697442,0.79277142894265,0.300029364715951,1.75017275790129e-05,0.00111645201183409
"ENSMUSG00000010651",14053.7727004831,-0.9430687513672,0.455309953417766,1.77837143255968e-05,0.00112806695758603
"ENSMUSG00000026701",3868.29760270297,-0.522252589782057,0.136489818062153,1.81521357518699e-05,0.00114500427248248
"ENSMUSG00000035569",913.478173369051,0.510654685017636,0.132687594004107,1.83412493647093e-05,0.00115050581431629
"ENSMUSG00000024298",168.197270565577,-1.07627347944702,1.15688194945962,1.86677037374206e-05,0.00116451404916694
"ENSMUSG00000049807",187.533758324826,0.721790113293038,0.239077926944095,1.89825353289017e-05,0.00116690830890132
"ENSMUSG00000034269",513.373237558782,0.665004988791424,0.199394865507099,1.90118806246196e-05,0.00116690830890132
"ENSMUSG00000031652",288.501189899438,0.537767047339661,0.142317465522921,1.90161304435252e-05,0.00116690830890132
"ENSMUSG00000049504",190.88628355573,0.599470611690963,0.166627968925863,1.94866504689525e-05,0.00118931767808077
"ENSMUSG00000021243",180.991558206056,-0.646591527540385,0.189995983664035,2.01367484563067e-05,0.00121469846801418
"ENSMUSG00000020091",1194.00161490578,0.713967315717821,0.234786590207849,2.02252512608861e-05,0.00121469846801418
"ENSMUSG00000021996",1492.07144127305,-0.61979807484772,0.176273581508894,2.00581275479137e-05,0.00121469846801418
"ENSMUSG00000040712",512.409946688626,0.585384660182716,0.161548732085915,2.08640992985372e-05,0.00122142512007863
"ENSMUSG00000029545",1918.19098765508,-0.621989916359152,0.177944245805171,2.08714465292256e-05,0.00122142512007863
