"gene","score"
"Ubr2",0.572126570101269
"Pitpnb",0.572126570101269
"Zfat",0.572126570101269
"Tex261",0.572115679642096
"Ndst2",0.571941151826732
"Cnot11",0.571941151826732
"Cdk17",0.571941151826732
"Pold3",0.571888765654153
"Nsfl1c",0.571309180815529
"F12",0.570240472565189
"Agtrap",0.569825135483875
"Tmem41a",0.569736392828337
"Exoc3",0.569685795873906
"Mbtps1",0.569396875837386
"Babam1",0.569336078840439
"Dcun1d3",0.568974742126301
"Vps72",0.56837461643732
"Kars1",0.56837461643732
"Pym1",0.567864487349201
"Dmwd",0.567728438278044
"Zfp58",0.567428335560433
"Thumpd1",0.566809464654406
"Fam222b",0.566809464654406
"Gc",0.564868059945979
"Lats2",0.56439094582523
"Leprotl1",0.564225132310408
"Srrt",0.563958897967459
"Soat1",0.562893065589162
"Brpf3",0.562893065589162
"Emilin2",0.562072178567365
"Syt1",0.562072178567365
"Glns-ps1",0.562072178567365
"Usp30",0.562072178567365
"Prkaa1",0.562072178567365
"Maco1",0.561716348480326
"Csnk1a1",0.560451902811606
"Dbnl",0.559740918426718
"Smoc1",0.558833384993817
"Cd68",0.558657715915463
"Kdm4c",0.558657715915463
"Pld3",0.556114962726179
"Kif2a",0.556114962726179
"Anp32b",0.555975617777617
"Vps37c",0.555892341149383
"Pcp4l1",0.555892341149383
"Unkl",0.555892341149383
"M6pr",0.554899079490183
"Hnf4a",0.554899079490183
"Vsig10l",0.55484846554902
"Dolpp1",0.55426557897097
"Abhd8",0.554087325708902
"Gja1",0.554087325708902
"Smyd5",0.553324509166541
"Cactin",0.553285916951336
"Pomt2",0.553279744416052
"Ralgapa2",0.553279744416052
"Cdca4",0.553279744416052
"Pigr",0.553279744416052
"Myorg",0.553279744416052
"Lclat1",0.553133334079241
"Thra",0.553133334079241
"Dnajc25",0.55303188829827
"Smug1",0.552707850165079
"Usp54",0.552627662095382
"Ggcx",0.551974491622336
"Synj1",0.55174442402569
"Smg8",0.551367630368135
"Fam210b",0.550737290130802
"Csnk2a2",0.549862231585972
"Rab8b",0.548444516887417
"Krt18",0.548245220786424
"Zswim4",0.547920107468666
"Sorbs3",0.547920107468666
"Timm23",0.547676017151213
"Entpd1",0.547049962289854
"Prpf6",0.546305674423877
"Sart3",0.545876921138918
"Dcaf8",0.545606836776779
"Hmg20b",0.544700658965069
"Gosr2",0.544255089496588
"Prkag2",0.543659658818474
"Ipo13",0.54323744318149
"Plppr2",0.54323744318149
"Pbxip1",0.541750255932219
"Col15a1",0.541750255932219
"Zfp710",0.541489196072263
"Vamp2",0.541489102830754
"Aup1",0.541119371437617
"Desi2",0.540719998023512
"Zfpl1",0.540552790382259
"Vav2",0.540140631656556
"Paqr9",0.540070955617178
"Ctf1",0.54003162490046
"Vtn",0.539995745939629
"Tmem43",0.539092067958207
"Nudcd2",0.539092067958207
"Klhl3",0.53904516683325
"Setdb1",0.53904516683325
"Zfp106",0.53904516683325
"Cd44",0.53904516683325
"Ptk2",0.53904516683325
"Fbxo21",0.538747098801998
"Srrm2",0.538747098801998
"Rps6",0.538747098801998
"Stt3a",0.538380429609207
"Ptprf",0.538365953845285
"Tmem209",0.538210564524194
"Serpina10",0.538210564524194
"2900026A02Rik",0.538140235643228
"Dynll1",0.537131993885897
"Ddi2",0.537131993885897
"Apaf1",0.537131993885897
"Mapt",0.537131993885897
"Tead1",0.537106739048836
"Acsl3",0.536877287818137
"Gxylt1",0.536758584828009
"Nptn",0.536596004250182
"AI661453",0.536385928421007
"1810010H24Rik",0.536299100899015
"Pdgfc",0.535918644742836
"Ehmt1",0.535059993917391
"Elk1",0.534597081762887
"Dop1b",0.534178197108536
"Ubac2",0.533815043350991
"Eif2ak3",0.533815043350991
"Cfap97",0.533603499147488
"2410002F23Rik",0.533603499147488
"Prkab1",0.533603499147488
"Fgd6",0.533453440975242
"Rnf220",0.533453440975242
"Cmc2",0.530953300144791
"Pou2f1",0.529785209435699
"Tedc2",0.52948101728813
"Tor1aip2",0.528841918809074
"Reps1",0.528800759908554
"Pdlim7",0.528483247458489
"Ung",0.528107567479842
"Inpp5k",0.527867658469984
"Ctnna1",0.526037330266333
"Tie1",0.525539578785963
"Sptbn2",0.525138158357711
"Kmt2b",0.524421764361578
"Gcnt2",0.523747924480756
"Ube2q1",0.523472529140859
"Baz1a",0.522616762439153
"Smim13",0.522616762439153
"Slc9a1",0.522616762439153
"Kdm5b",0.522616762439153
"Lzic",0.522616762439153
"Carmil1",0.522616762439153
"Tbkbp1",0.522616762439153
"Kmt2a",0.522447649114517
"App",0.522246650797503
"Gripap1",0.521661854893173
"Ttc13",0.521661854893173
"Slc30a10",0.521661854893173
"Il18bp",0.521400649943115
"Rab3gap1",0.520527371925588
"Cnot2",0.520527371925588
"Arfgap3",0.52034098863123
"Cdyl",0.519397124534296
"Stx16",0.519004800439302
"Gng2",0.519004800439302
"Dhx30",0.518529845494256
"Poc1b",0.518219814659853
"Slu7",0.518219814659853
"Hnf1a",0.518219814659853
"Irf2bp1",0.518174968214574
"Tcf12",0.518174968214574
"Abi1",0.518174968214574
"Fam168a",0.517576943003507
"Mapkbp1",0.517510662876672
"Nt5dc3",0.51669751014239
"Stk40",0.516219059153239
"Cul1",0.515823182700214
"Camk2g",0.515823182700214
"Tmem39a",0.515549673627487
"Mcu",0.515549673627487
"Ppp1r12b",0.515549673627487
"Ifnar1",0.515423920195732
"Etfbkmt",0.515264360337844
"Ndor1",0.515255671293712
"Ammecr1",0.51509043024637
"Tlr13",0.514888180743056
"Pik3c2b",0.514827171319947
"Rcc2",0.514827171319947
"Polr3c",0.514199243161123
"Homez",0.513432512429073
"Myo9b",0.513378337068339
"H6pd",0.513166661672914
"Ino80e",0.512787273069683
"Aars1",0.512787273069683
"Kng1",0.512750154252146
"Meg3",0.512339334999024
"Inafm2",0.511472601977547
"Cdk6",0.511190010010015
"Mapre1",0.511104701580487
"Znrf3",0.510281303883795
"Mxd4",0.510200824931485
"Smad4",0.509030282502975
"Erbb3",0.509030282502975
"Gtpbp4",0.508838635553474
"Uxs1",0.508735306317339
"Slc25a39",0.507823869993538
"Atp1a1",0.507823869993538
"Fech",0.507823869993538
"Ccdc47",0.507823869993538
"Srpk1",0.50765743792235
"Dcaf1",0.50765743792235
"Utp3",0.506633569056203
"Arhgap35",0.505604946854617
"Axl",0.505007726956529
"Zfp775",0.505007726956529
"Nomo1",0.505007726956529
"Slc4a1ap",0.504850257709918
"Themis2",0.504803971740676
"Tmem176a",0.504068442946918
"Ehd4",0.503944312545387
"Ppp2r5d",0.503834479582016
"Rpl35rt",0.503473806363346
"Xpc",0.503325885106875
"Arcn1",0.503325885106875
"H13",0.502294882804723
"Pip4k2a",0.50220904182911
"Ube2m",0.501781493509995
"Mtss1",0.50144529890685
"Zfp414",0.50144529890685
"Taf12",0.50144529890685
"Mras",0.50144529890685
"Wdr81",0.500138055829678
"Gatc",0.499581152359454
"Xpo6",0.499221907675655
"Dag1",0.498747677826788
"Bloc1s3",0.498407655506141
"Rpl28",0.4984013049206
"Rsf1",0.49835823936961
"Nop16",0.498115016945016
"Brms1",0.497901731133496
"Hnrnpu",0.497561577810426
"Trim56",0.496046099061064
"Bri3bp",0.495353341205228
"Hpcal1",0.49515557126857
"Itgb3",0.494617965485449
"Helz2",0.494592142484659
"Cox10",0.494361184552841
"Tmem170",0.494171484260686
"Myo19",0.49330325896209
"Sp5",0.493208931869103
"Fras1",0.493208931869103
"Iffo1",0.492959322908485
"Ly75",0.492807167202342
"Spindoc",0.492613392875498
"Mlkl",0.492452684552721
"Zfp646",0.491997298722745
"Tshz2",0.491840763890523
"Slc26a1",0.491599021709433
"Igkc",0.491512115809955
"Ywhah",0.491512115809955
"Klhl15",0.491396389346251
"Rars1",0.491396389346251
"Nostrin",0.491356713935715
"Unk",0.491258263324804
"Slc43a3",0.491193647932378
"Atf7",0.490852602881205
"Grina",0.490852602881205
"Polr1b",0.490532981181199
"Lmo4",0.490532981181199
"Rbp1",0.49029649642414
"Acd",0.490124554362876
"Denr",0.489004312603051
"Rpsa",0.488438524350547
"Rapgef1",0.487413513269324
"Cyp2d9",0.487413513269324
"Tsr1",0.486957146384371
"Eng",0.485766802353144
"Sting1",0.48573296884412
"Klf9",0.48553681423542
"Zfp664",0.485519803639803
"Sppl3",0.48549737403047
"Senp2",0.48531636897056
"Rbm45",0.485008059047402
"Notch4",0.484752828201416
"Med19",0.484693267265499
"Sfxn1",0.484658778102077
"Dpagt1",0.483963744710367
"Mllt6",0.483779756060727
"Epb41l4aos",0.482821110880758
"Smg5",0.482821110880758
"Yy1",0.481753520920291
"Ero1a",0.481099304115103
"Agfg2",0.480649045602763
"Mcm9",0.480152176459699
"Atf7ip",0.479280238645247
"Gba1",0.478126788436122
"Nup153",0.477978757492631
"Gna12",0.477826520270884
"Tmod3",0.47727774766143
"Arsb",0.475744442487265
"S1pr2",0.475613231571875
"Zkscan6",0.475580701185783
"Dsg2",0.475516226920957
"Calm3",0.475101992809269
"Terf2ip",0.475017037518611
"Ppp2r1b",0.474820202510637
"Slc16a6",0.474450196904049
"Ube2v1",0.474450196904049
"Rac2",0.474450196904049
"Rrp15",0.474450196904049
"Atf6b",0.474450196904049
"Smim14",0.474450196904049
"Abr",0.474450196904049
"Ppp1r10",0.474357704971623
"Ern1",0.474159359520776
"Lgals3bp",0.47357475249272
"Plekhm3",0.473509729515306
"Cplane1",0.473509729515306
"Ercc3",0.473461480601598
"Bhmt2",0.473405970548407
"Prpf40b",0.473377696805523
"Vps13c",0.473343751635414
"Bbs7",0.473280590340122
"Dennd2b",0.473280590340122
"Ifi207",0.473280590340122
"Qpctl",0.473280590340122
"Rell1",0.473269184226495
"Ank",0.472163557436073
"Dtx2",0.472163557436073
"Usp10",0.472163557436073
"Zbtb18",0.472163557436073
"Nhsl3",0.472163557436073
"Phrf1",0.471557486823841
"Rapgef2",0.471445143681623
"Chmp4b",0.471184996566168
"Ippk",0.470557697081165
"Cd4",0.470557697081165
"Dcp1b",0.470557697081165
"Trp53rkb",0.470487998675096
"Fam187b",0.469887002570836
"Pid1",0.468936721687797
"Sema3f",0.468816978578881
"Pard6b",0.468713135365057
"Xbp1",0.468160217739618
"Mxi1",0.467969477592359
"Klf1",0.46792528227633
"Daam1",0.467523163344351
"Grem2",0.467310394920503
"Sipa1l1",0.467072396494357
"Nvl",0.46629069444588
"Bace1",0.46629069444588
"Ehbp1l1",0.465620527191322
"Nagpa",0.46544496195974
"Stat5b",0.465260409508268
"Clec4g",0.465165718203113
"G6pdx",0.464464849831694
"Pwwp2a",0.464159065449344
"Ube2i",0.464122407042408
"Ccdc85b",0.464035741087053
"Sh3bp5",0.463896596337382
"Incenp",0.463481674914956
"Gm26608",0.463366432498194
"Ripk1",0.463198289008467
"Unc93b1",0.463164004817987
"Tesk2",0.462520759457376
"Tpst1",0.46212797586744
"Ptprj",0.461886670945498
"Cpsf3",0.461807235901476
"Lipt1",0.461807235901476
"Rbm22",0.461402639830747
"Nol6",0.460989817203725
"Bahd1",0.460415441103404
"Fmnl3",0.459859234127228
"Pld2",0.459859234127228
"Naa25",0.459859234127228
"Cpne2",0.459859234127228
"Armc8",0.459859234127228
"Fyco1",0.459859234127228
"Srcap",0.459805212816036
"Acvr1b",0.459534635010217
"Cdk13",0.459288663133166
"Lrrc8a",0.459288663133166
"Bbs9",0.45896286041085
"Plekhm2",0.45896286041085
"Nsmce3",0.458161748947524
"Ap1b1",0.457658544217505
"Bloc1s6",0.457658544217505
"Phb2",0.457658544217505
"Nudc",0.457271387266735
"Cdc42bpb",0.457271387266735
"Gpi-ps",0.457070858791534
"Ptgfrn",0.455843137325256
"Foxp1",0.455843137325256
"Zfp319",0.455843137325256
"Ikzf5",0.455759842119133
"Slc39a4",0.45556785243037
"Por",0.455189736931168
"U2surp",0.455098283771919
"Gkap1",0.454665849318648
"Ddx59",0.454348910214494
"Akr1b8",0.454348910214494
"Scyl2",0.454348910214494
"Nol8",0.454348910214494
"Cfhr4",0.453651522919057
"Ankrd13a",0.453390494292534
"Set",0.453151557616194
"Rab4a",0.452581643245094
"Chn2",0.45254188927569
"Ppp1r21",0.451358034983832
"Gpc4",0.45124683679587
"Adap2",0.450837762783538
"R3hcc1",0.450837762783538
"Thoc1",0.450837762783538
"Mex3d",0.450760432013791
"Mtx1",0.450438625162098
"Tnfrsf14",0.450438625162098
"Scyl1",0.449921280878638
"Tram2",0.449728479986128
"Pacs1",0.449728479986128
"Hs3st3b1",0.449728479986128
"Luc7l",0.449683760919572
"Saa3",0.449293410945571
"Xpo7",0.449047961155656
"Slx4",0.448931377892145
"Dyrk2",0.448889081235273
"Golga7",0.447974151339869
"Prpf3",0.446923473494017
"Lyrm9",0.446586637215836
"Rfc1",0.446437551677469
"Tfdp1",0.446173445961627
"Srr",0.445749429074761
"Bmi1",0.445749429074761
"Rcor1",0.445560258621764
"Card6",0.444844262233559
"Rassf5",0.444844262233559
"Srsf1",0.444844262233559
"Mrpl15",0.444844262233559
"R3hdm2",0.444844262233559
"Ttc1",0.444844262233559
"Mreg",0.444822095753214
"Rnf115",0.444782973571302
"Enpp4",0.444782973571302
"Pyurf",0.444777882032286
"Kat6b",0.443772748201228
"Simc1",0.443585114743886
"Fam168b",0.44290398235208
"Serpine1",0.442896466541271
"Dchs1",0.44273729368349
"Capn1",0.442727983317472
"Rabgap1",0.442727983317472
"Insc",0.44262147433227
"Tmem184c",0.44262147433227
"Noc4l",0.44262147433227
"Phospho1",0.442130016302281
"Rere",0.441938319705961
"Cops8",0.441915386368247
"Cystm1",0.441915386368247
"Strn4",0.441915386368247
"Ell2",0.441915386368247
"R3hdm4",0.441915386368247
"Cc2d1a",0.441915386368247
"Grb14",0.441915386368247
"Serpina11",0.441526164334458
"Fzr1",0.441526164334458
"Stxbp6",0.441526164334458
"Nat8f2",0.441497026929744
"Zfp598",0.44140889311157
"Plk2",0.44140889311157
"Mon2",0.44140889311157
"Zfp128",0.440692946158774
"Arel1",0.440692946158774
"Acer2",0.440479437254125
"Evl",0.440479437254125
"Ocstamp",0.440479437254125
"Npm1",0.439984876577877
"Cwc22",0.439690298653497
"Dab2ip",0.439589768017705
"Dcaf15",0.439307915484975
"Plpp2",0.438894624877124
"Rnf43",0.438894624877124
"Leng9",0.438894624877124
"Bri3",0.438628248887529
"Vangl1",0.438199272093038
"Trp53bp1",0.43813905931474
"Osbp",0.437710738357357
"Dctn4",0.437674050825885
"Gpatch1",0.436948918527591
"P2ry13",0.436482217031892
"Sap30l",0.435732562671609
"Rgs2",0.435567779083272
"Faap20",0.43552323080688
"Mrs2",0.435472451461505
"Cyth3",0.435344799639685
"Golph3l",0.435319238918128
"Cadps2",0.43511837556305
"Dync2i1",0.434737742603612
"Dhx37",0.434737742603612
"Map4k4",0.434737742603612
"Zfp524",0.434737742603612
"Clptm1",0.434737742603612
"Pcgf3",0.434737742603612
"Tmem214",0.434646487766705
"Armh3",0.434138058565382
"Igfbp2",0.433894086046644
"Exosc3",0.433894086046644
"Cul9",0.433894086046644
"Zfp110",0.433894086046644
"Tmem50b",0.433894086046644
"Pld1",0.433783036472135
"Trmt112",0.433783036472135
"Phkg2",0.433700829741889
"Actr3",0.433700829741889
"Abitram",0.432025181657946
"Cebpb",0.431540156674755
"Qtrt2",0.431279889873395
"Rpl41",0.431279889873395
"Ccdc59",0.431279889873395
"Prdm15",0.431279889873395
"Rnpep",0.430798045475436
"Mcph1",0.430798045475436
"Plxna2",0.430798045475436
"Mcam",0.430798045475436
"Ubxn4",0.430798045475436
"Upf1",0.430798045475436
"Stat2",0.430671800174213
"Pde12",0.430517601498291
"Kdm2b",0.430517601498291
"Tifab",0.429727375642091
"Tmcc3",0.429727375642091
"Prdm4",0.429727375642091
"Kif1c",0.428895282289909
"Vta1",0.428895282289909
"Zfp39",0.428833516777546
"Ldhd",0.428833516777546
"Map2k7",0.428686790303116
"Hdac1",0.428299528752034
"Dkk3",0.428093153816413
"Tacc1",0.427589674831372
"H3f3b",0.427190661579483
"Ppp2r2a",0.426848051386182
"Tns3",0.426848051386182
"Rap1b",0.426848051386182
"Urad",0.426848051386182
"Syf2",0.426837434464062
"Rxra",0.425995020730895
"Igfbp1",0.425915638077129
"Zdhhc6",0.425915638077129
"Ldb1",0.425915638077129
"Stard8",0.425915638077129
"Bag5",0.425915638077129
"Hck",0.425838819450612
"Hand2",0.425813023446978
"Tusc2",0.425813023446978
"Taok2",0.425813023446978
"Kti12",0.425448593426198
"B2m",0.425448593426198
"Mon1a",0.425166226005698
"Tnip2",0.425166226005698
"Sdc1",0.425166226005698
"Tgoln1",0.425138724196658
"Mx2",0.424938918391557
"Mttp",0.424626991619304
"Ipo9",0.423934182064885
"Pde8a",0.423804945104142
"Elmo2",0.423690848964533
"Tmem63b",0.422847842704859
"Ccnyl1",0.422847842704859
"Cks1b",0.422548310120479
"Adgrg1",0.422055794724927
"Pcnx3",0.421971065527007
"Nod1",0.421698932122289
"Coq8b",0.421698932122289
"Zfp1",0.421698932122289
"Nom1",0.421691680190488
"Emc10",0.421413127690231
"Mad2l2",0.421271622545738
"Ndufaf4",0.421271622545738
"Kdm4b",0.420371630875047
"Tmem9b",0.419459584928692
"Clip1",0.418995045301356
"Neo1",0.418995045301356
"Psmd8",0.418774179872478
"C2cd5",0.418267335038074
"1700055D18Rik",0.417598504978798
"Lyrm4",0.417598504978798
"Taf4",0.417598504978798
"Strap",0.416553570543399
"Snapc4",0.416403610179938
"Ccdc17",0.415543479969252
"Usb1",0.415543479969252
"Fignl2",0.415543479969252
"Lemd3",0.415510040645044
"Ccdc25",0.415386422713677
"G3bp1",0.415386422713677
"Nup93",0.415386422713677
"Trip11",0.415386422713677
"Ahsg",0.415386422713677
"Acp2",0.415380705140116
"Polr1g",0.415380705140116
"Cblb",0.414069454787248
"Chp1",0.414069454787248
"Sec23b",0.414069454787248
"AU022252",0.414069454787248
"Ppil4",0.413847380664599
"Cops7a",0.413661290201699
"Tank",0.413661290201699
"Mr1",0.413220682854875
"Plekha1",0.413006055798006
"Dock2",0.412299656849815
"Reep5",0.412299656849815
"Tbc1d9b",0.412299656849815
"Usp25",0.412299656849815
"Ehbp1",0.412182926003069
"Psmd11",0.411640661025678
"Nup188",0.411588462359394
"Picalm",0.411045509023275
"Tmem104",0.410429933889465
"Capza1",0.409780698741874
"Vti1a",0.409627069761111
"Lsm14b",0.408292863164808
"Ly86",0.408017911559215
"Nab2",0.407510089826477
"Osbpl11",0.407427364999353
"Smpd3",0.407391822580934
"Erich1",0.407082363880433
"Tns1",0.407058047465427
"Sav1",0.406716270212701
"Dnaaf9",0.406716270212701
"Dkc1",0.406688037699457
"Mfn1",0.406075611674996
"Cask",0.406075611674996
"Arap1",0.406017641611721
"Adarb1",0.406017641611721
"Tnip1",0.405749885492291
"Erg",0.405749885492291
"Arid1a",0.405433565692846
"Ppfibp1",0.405433565692846
"Ago2",0.404244130143445
"Med23",0.403406065054714
"Ank3",0.403338734901012
"Smyd1",0.403037329137356
"Pacsin3",0.402789131336305
"Dync1li1",0.40247243226315
"Eme2",0.40247243226315
"Mup21",0.40247243226315
"Zfp764",0.402217257406286
"Susd6",0.401593053805206
"Ube2e3",0.401135269514712
"Tbc1d1",0.400988081376858
"Lamtor3",0.400625066078505
"Rbm34",0.400552043668853
"Bco1",0.399996917687213
"Pum1",0.399351962394146
"Ablim1",0.399217752549702
"Rufy1",0.399217752549702
"Atp13a1",0.397908528321173
"Dhcr7",0.397795965493342
"Drosha",0.397005653651361
"Hacd3",0.397005653651361
"Nrp1",0.396383828273575
"Cptp",0.396364086436567
"Ptgs1",0.396364086436567
"Otud6b",0.395325770318372
"Mylk",0.395021631012722
"Zrsr2",0.395021631012722
"Efr3a",0.394652820697757
"Abce1",0.394564225962909
"Dpp8",0.394564225962909
"Smad6",0.394564225962909
"Khdrbs1",0.394564225962909
"Fzd7",0.394468311251142
"Zfp689",0.394468311251142
"Fam117a",0.39444498871696
"Man1c1",0.394403187655191
"Psmd3",0.393898259196902
"Socs7",0.393264997243791
"Rbbp5",0.393077416608143
"Ywhag",0.393029398858243
"Pcif1",0.39263103565091
"Krr1",0.39263103565091
"Tnpo2",0.392441649940906
"Chrd",0.39213329511064
"Cd164",0.391779546811024
"Asb6",0.39172870624191
"Akap1",0.39162203738782
"Nrf1",0.39089196750273
"Mtfmt",0.39034828732629
"Dennd3",0.390247698318125
"Tmem69",0.390247698318125
"Lmln",0.389305250898335
"Pank1",0.389305250898335
"Ankrd40",0.389305250898335
"Socs6",0.388828989674636
"Cramp1",0.388679739557965
"Zdhhc1",0.388679739557965
"Mcmbp",0.388679739557965
"Trim44",0.387571502077357
"Septin7",0.387569014730399
"Ldb2",0.387504498193472
"Mtor",0.386858924797065
"Zc3h14",0.386852226368436
"Txndc11",0.386852226368436
"Disp1",0.386734718720068
"Zfp111",0.386734718720068
"Metap2",0.386734718720068
"Asph",0.386668650795435
"Cstf2",0.386435087558149
"Imp4",0.386319123978771
"Znhit2",0.38546747653388
"Pakap",0.38514045625329
"Taf9",0.38496709499861
"Tada1",0.384784120755202
"Arf6",0.383780200348733
"Reep6",0.382824124951398
"Zdhhc14",0.382824124951398
"Ubr4",0.382824124951398
"Fbxl14",0.3825489121403
"Hlx",0.382362505754626
"Alb",0.381804180256877
"Apoa1",0.381297851543795
"Mindy1",0.381263397223739
"Lrch4",0.381230296566306
"Eefsec",0.381059503934136
"Nop53",0.381059503934136
"Ttf1",0.381059503934136
"Xylb",0.380959877013415
"Bcl7b",0.3808739428327
"Psme3ip1",0.380766089718117
"Fbxw5",0.380502717637946
"Hdac3",0.380487619020237
"Mmp24os1",0.380487619020237
"Kiz",0.38045909406823
"Kdelr2",0.38045909406823
"Ywhaz",0.380368798856964
"Itga5",0.380271089894883
"Ano6",0.380120153142448
"Gnai2",0.379945899489935
"Qars1",0.379180338551548
"Zc3h12a",0.379180338551548
"Tmem167b",0.378913899950682
"Coro7",0.378913899950682
"Taf6",0.378834551157799
"Zc3h6",0.378697612193705
"Parp9",0.378590162520601
"Klc1",0.377321654658593
"Oasl1",0.377321654658593
"Rap2a",0.37725189710277
"Cdk16",0.37725189710277
"Colec12",0.37725189710277
"Tbx2",0.37680962348908
"Ahr",0.37680962348908
"Vps39",0.37680962348908
"Csrp1",0.376685517775553
"Igsf11",0.376632179832766
"Etnk1",0.376632179832766
"Pard3b",0.376594744616466
"Ppp4r3a",0.376429848837792
"Tapt1",0.37533686547102
"Gpatch4",0.375277046616714
"Grap",0.375205993770426
"Tnfsf12",0.375204524250911
"Ccdc127",0.374081074657256
"Copb2",0.373055326380976
"Etfrf1",0.373055326380976
"Mat2a",0.373055326380976
"Eef2",0.373055326380976
"Saysd1",0.373055326380976
"Gca",0.372846343604881
"Mtpap",0.372846343604881
"Arhgef2",0.371988782083068
"Yrdc",0.371969897606814
"Klc2",0.371969897606814
"Wdtc1",0.371969897606814
"Itih5",0.371725455831588
"Llph",0.371667687089321
"Tm9sf4",0.371667687089321
"Sparc",0.371667687089321
"Ralbp1",0.371433068528284
"St7",0.371241842355276
"Vps8",0.37116268352254
"Zfp64",0.370934033614402
"Xpa",0.370934033614402
"Sertad2",0.370934033614402
"Rpl18",0.370934033614402
"Pdlim1",0.37075339675004
"Rhoc",0.370651594573088
"Raet1e",0.370651594573088
"Scn1b",0.370241601991701
"Eif1a",0.370115424218063
"Eif3b",0.370050182043044
"Fibp",0.370050182043044
"Eapp",0.36997354845981
"Rnf214",0.36997354845981
"Rabepk",0.369185217670624
"Tgfa",0.369046601984501
"Tspan4",0.368366271380932
"Patz1",0.368366271380932
"Emc2",0.368366271380932
"Col27a1",0.367860179381749
"Rap1gds1",0.367860179381749
"Apon",0.36777520802721
"Fbxo46",0.367336788412096
"Zfp142",0.36728007814463
"Nbeal2",0.367111379964252
"Sdf4",0.367111379964252
"Dlg3",0.366484136653386
"Alg2",0.366197856131884
"Zfp777",0.366085739049002
"Hlf",0.365315906961645
"Gtf3c2",0.365175103728343
"Ahcyl",0.365168667237708
"Rapgef3",0.36445327282666
"Ap1m1",0.364074017833984
"Hcfc2",0.363490694001299
"Sart1",0.363490694001299
"Mcm3ap",0.36345479356507
"Gabpa",0.363323060007905
"Ttc4",0.362855553722705
"Gdap2",0.362726290113656
"Lama4",0.362726290113656
"Chd2",0.362726290113656
"Nav1",0.362656768283235
"Optn",0.362587983808165
"Mllt1",0.361675925781742
"Eif2a",0.361675925781742
"Mov10",0.361158373751371
"Arl16",0.361158373751371
"Castor2",0.361158373751371
"B3gat3",0.36085672634056
"Brms1l",0.360016978857726
"Marco",0.359307299060443
"Rai14",0.359307299060443
"Rcn2",0.356992008811515
"Inhbe",0.356885331902853
"Fancf",0.355649454324888
"Ctss",0.355531737040254
"6430548M08Rik",0.355531737040254
"Prpf18",0.355460180806619
"Mvb12b",0.354964448948638
"Ganab",0.354946749150885
"Hnrnpr",0.354946749150885
"Arid3b",0.354876493185106
"Prss8",0.354604265339901
"Ddx23",0.354573547225405
"Sh3pxd2a",0.353012174073729
"Ston1",0.352937992173877
"Plpp5",0.350343778693845
"Pgam1",0.350199167829054
"Ppp3cc",0.35005154646607
"Fhip1a",0.349716428128243
"Gnl3",0.349692965440512
"Cwc15",0.348634555296856
"Pomgnt1",0.348497867849972
"Ccar2",0.348407087344206
"Smarca5",0.348407087344206
"Eif3j1",0.348407087344206
"Zfp280d",0.348407087344206
"Taf4b",0.348407087344206
"4921524J17Rik",0.347960432411764
"Rtp4",0.347778097715903
"Dcp1a",0.34746683236154
"Casp3",0.347162385127481
"Dnaaf5",0.347122986538806
"Sdhaf1",0.3468491854229
"Ipo4",0.346076358689662
"Baiap2l1",0.345897844437203
"Ppp1r14b",0.345789994243653
"Fbxo4",0.345574889139895
"Pglyrp2",0.345381818633123
"Nsf",0.343997977108372
"Ms4a6c",0.343997977108372
"Rexo4",0.343884333465437
"Cwc27",0.3438350674974
"Dhrs13",0.3438350674974
"Ada",0.34367905387902
"Gadd45a",0.34367905387902
"Tsen2",0.34367905387902
"Dhx29",0.34367905387902
"Sphk2",0.343386473902577
"Slc25a28",0.343386473902577
"E2f5",0.343386473902577
"Fat4",0.343386473902577
"Zfp422",0.343386473902577
"Irf9",0.34286495547851
"Puf60",0.34286495547851
"Ssr1",0.34248579197712
"Hars1",0.34248579197712
"Gas6",0.342394666299712
"Slc43a2",0.342040683987591
"Prune1",0.341951399458254
"Ric8b",0.341795710701968
"Dyrk1b",0.341598543956222
"Lysmd4",0.341579774488223
"Acnat1",0.341310584522301
"Asah2",0.341180915823755
"Fto",0.341180915823755
"Il4i1",0.341180915823755
"Sepsecs",0.341180915823755
"Ubox5",0.34057809724956
"Mrpl4",0.340462922383727
"Tspyl4",0.340266492794047
"Csnk1g2",0.340147767046565
"Akt3",0.339212312336199
"Utp14b",0.339086626838413
"Caap1",0.338278596168724
"Pabpc4",0.338278596168724
"L3mbtl3",0.338043951979905
"Ola1",0.337809751186294
"Prickle3",0.336412309460386
"Coa5",0.336412309460386
"Elac2",0.336140698431085
"Scarb2",0.335467735006514
"Dhdds",0.334904511752749
"Hnrnpk",0.334505966139613
"Ifnar2",0.334366061806916
"Ppp6r3",0.334255011595638
"Pias2",0.333819104846892
"Psd3",0.333478047727812
"Lrba",0.333440505461779
"Grwd1",0.333248749797947
"Tecr",0.333040467304582
"Btbd10",0.332267078307882
"Cyp4a12a",0.332267078307882
"Pla2g12a",0.332267078307882
"Mlx",0.332131365625154
"Atmin",0.33164096792092
"Ikbip",0.331003687226871
"Kat5",0.331003687226871
"Tbc1d10b",0.330431420765185
"Rnd3",0.330320322023593
"Tubgcp6",0.330204374787502
"Mrps5",0.330204374787502
"H2ax",0.330020739231992
"Alyref",0.329992876116812
