"gene","score"
"Wipf2",2.43228564387475
"Saa1",2.428447740975
"Adam23",2.41701604161994
"Actn4",2.40515593368308
"Smarcc1",2.39627335915537
"Efnb1",2.39599678104149
"Rrs1",2.3954334056686
"Zfp217",2.39208978173831
"Setd1a",2.38767802500252
"St6gal1",2.38344494077091
"Fgb",2.38145029816308
"Slc3a1",2.37602331510175
"Slc7a7",2.35857006874855
"Stk24",2.3507375428906
"Pip4k2b",2.33490922133954
"Ints7",2.33349849854513
"Arid4a",2.33001639567367
"Arhgap31",2.33001639567367
"Syngr2",2.32004735135276
"Dcakd",2.31875739459593
"Slc6a8",2.31875739459593
"H1f0",2.30381543327493
"Atxn1l",2.30229719192021
"Mbd6",2.29587733212352
"Pcgf2",2.28733355052205
"Numa1",2.28733355052205
"Hc",2.27000037862024
"Sec23ip",2.27000037862024
"Cyp3a13",2.27000037862024
"Zfp36",2.27000037862024
"Garem1",2.27000037862024
"Raver1",2.26208288654835
"Saa4",2.25798116263469
"Zfpm1",2.24096562989215
"Rab11fip4",2.24022884815312
"Jcad",2.23709593682903
"Gfra1",2.23087489716908
"Mmp14",2.20997163244195
"Wasf2",2.19013855619938
"Ccdc6",2.18873378408182
"Kif13a",2.18639553420617
"Cherp",2.17413497198485
"Crip2",2.16910155205481
"Iqgap2",2.16410941413972
"Kmt2e",2.15036451589817
"Net1",2.13345001783419
"Orm1",2.12057754996714
"Nfatc1",2.11927402581031
"Xylt2",2.11072880817024
"Mt2",2.11072880817024
"Mup10",2.10126064730647
"Ep300",2.10115789506365
"Asns",2.09643662462968
"Sptbn1",2.09484723058169
"Ube4b",2.09484438571145
"Gcc1",2.09455422586902
"Prkar2a",2.09104673362214
"Msrb3",2.08385453498227
"Cux1",2.07858534400973
"Os9",2.07858534400973
"Arhgef12",2.07257083147893
"Sema6b",2.06233766687719
"C4b",2.05063974261999
"Lmtk2",2.03100115014504
"Zfp652",2.02790359104093
"Zfhx3",2.02364013971269
"Pdcd4",2.01475482642288
"Pnrc1",2.00640200434955
"E2f4",2.00091179305857
"Larp1",1.99634397039645
"Sema6a",1.99534057061777
"Eya3",1.9858131777061
"Lhx6",1.97496316017284
"C3",1.97370965085824
"Magi1",1.96739167132509
"Cnot4",1.96157942290702
"Trp53inp2",1.95747557764915
"Cyp26a1",1.95606739631767
"Phf2",1.95578273141757
"Tpm3-rs7",1.95407526735626
"Pabpc1",1.953444189868
"Ubxn1",1.95271685428964
"Zfp568",1.95271685428964
"St3gal1",1.95271685428964
"Fam120a",1.94577760603068
"Ttyh3",1.94522958654788
"Mesd",1.94420668613705
"Map3k6",1.94216090332354
"Lyve1",1.9253140421812
"Col13a1",1.9253140421812
"Fgd5",1.92155278392066
"Gm2a",1.92155278392066
"Nsd1",1.91450845029677
"Plg",1.91349963035456
"Icam1",1.90635931529768
"Ndrg1",1.89953022646581
"Pde2a",1.89953022646581
"Heg1",1.8956709567218
"Bms1",1.89369034904203
"Jund",1.89369034904203
"Xpo5",1.89369034904203
"Cemip2",1.89369034904203
"Kpna6",1.89233780804035
"Foxa2",1.88668009764703
"Tcf20",1.8823874832358
"Ppfia1",1.88072159943485
"Nedd4l",1.87895610297485
"Prpf8",1.87718379491289
"Rilpl1",1.86952631457228
"Ddx21",1.86734619135907
"Tmem131",1.86734619135907
"Ptbp1",1.86220294020959
"Ppp1r18",1.86220294020959
"Itih4",1.8621624143624
"Pllp",1.85891659372293
"Gm7694",1.85651788767289
"Ltbp4",1.8563708756391
"Arl15",1.85363588969003
"Ndst1",1.85363588969003
"Smg6",1.8454361182461
"Orm2",1.844321438758
"Nedd9",1.84164772023762
"Mif4gd",1.82884956928724
"F2r",1.82733297556331
"Itpr2",1.82262935675607
"Tbx3",1.82036811365069
"Ssrp1",1.82036811365069
"Myh10",1.82036811365069
"Sdr9c7",1.81588350921563
"Tcf7l2",1.81337258551895
"Dazap1",1.81154307740215
"Syt12",1.80661731856964
"Habp4",1.80542906914746
"Pdcd6ip",1.80542906914746
"Cdr2l",1.80251425961103
"Asxl1",1.80075881055878
"Cirbp",1.80068674040737
"Cyp2c69",1.80015512152935
"Mta3",1.79831017009711
"Crtc3",1.79831017009711
"Dnm2",1.79831017009711
"Smg7",1.79553715651306
"Hecw2",1.78807635602426
"Tmem164",1.78617469006044
"Plcb3",1.78617469006044
"Zdhhc5",1.78617469006044
"Zfp961",1.78544877956401
"Tnrc18",1.78390946004142
"Zfp36l2",1.78390946004142
"Wac",1.78390946004142
"Zfp609",1.78374434801019
"Asap1",1.78374434801019
"Ssbp3",1.78374434801019
"Myo1e",1.78358683397732
"Cic",1.78255544079837
"Serbp1",1.77391807301328
"Mocos",1.77308741770416
"Gatad2a",1.76735185358454
"Mrc1",1.76735185358454
"Errfi1",1.76735185358454
"Zfp746",1.76152470456489
"Ephb4",1.76013244098231
"Fnbp4",1.76013244098231
"Spty2d1",1.7585472852406
"Nktr",1.75726243483867
"Nolc1",1.75726243483867
"Man2a2",1.75726243483867
"Sowahb",1.75726243483867
"Dennd5a",1.75382664134622
"Lsm12",1.74952195146617
"Hmox1",1.74712310631509
"Hdac4",1.74244595446831
"Mug1",1.73932135858017
"Rnf40",1.73794219507563
"Arid5b",1.73340859781886
"Taf3",1.7333579475796
"Kmt5a",1.73033637455956
"Adam11",1.72546599305933
"Virma",1.70687659810083
"Smcr8",1.70510225664003
"Slc41a2",1.70353245970551
"Ash1l",1.70221146260492
"Wwox",1.70199874454401
"Heatr5b",1.69739715232077
"Cpn2",1.69739715232077
"Nfix",1.69439373381965
"Rtf1",1.69393244184536
"Polr2b",1.69273138655776
"Tor1aip1",1.68867448231236
"E030018B13Rik",1.6823788151559
"Hgsnat",1.67954398004246
"Rela",1.67845194165725
"Numb",1.67664916345229
"Mark2",1.676349060999
"Timp3",1.676349060999
"Zcchc24",1.67100659890462
"Mt1",1.67024266407016
"Kcnc3",1.6665604946243
"Atg2a",1.6665604946243
"Hs2st1",1.66540946557864
"Cyp1a2",1.65950546321262
"Klhdc8a",1.65949056837364
"Tcerg1",1.6572762654986
"Zc3h18",1.65122678352894
"Tent4b",1.6496150220483
"Smpd1",1.6496150220483
"Setd7",1.64766416742717
"Norad",1.64435789082751
"Steap2",1.64433341967102
"Hnf1b",1.64266752767011
"Ranbp1",1.64231831636351
"Cd2bp2",1.64167312108714
"Rpl35",1.64167312108714
"Sf3b2",1.6383331726795
"Cpsf4",1.63609974560827
"Tnfrsf1a",1.6350258702798
"Fam222a",1.6350258702798
"Reep3",1.6350258702798
"Fbxo38",1.63340868790329
"Arl2bp",1.63268422466495
"Tesk1",1.63151665736927
"Camsap3",1.63078731224142
"Myct1",1.63042799897156
"Golga2",1.62778143441977
"Sec62",1.62506916895016
"Foxq1",1.62313958547586
"Lgmn",1.62305800089403
"Huwe1",1.62114897915694
"Rnf113a2",1.61295293584957
"Kat6a",1.60335602000968
"Plec",1.60335602000968
"Atp6v0a1",1.59842898242
"Pias1",1.59489620706273
"Rbbp6",1.58219006314831
"Pxn",1.57972846921172
"Maml1",1.57676261747934
"Ntn4",1.5751529993142
"Galns",1.57441532088999
"Gbf1",1.57441532088999
"Lrg1",1.5713640976713
"Ddhd1",1.5713561685087
"Gm9493",1.5713561685087
"Dnajc8",1.56520062003224
"Vopp1",1.56102368109666
